HHID,tot_local_seed,tot_improved_seed,tot_manure,tot_compost,tot_fert_dap,tot_fert_urea,tot_fert_nps,tot_fert_lime,tot_fert_blended,total_value_hh,hhi_hh,number_of_crops,cei_hh,bp_hh,season_str,IRRIGATED_HH,merge_irrigation,Qn_9_9,post_action_taken,pre_action_taken,post_number_responded,pre_number_responded,number_of_shocks,merge_shock,experienced_shock,post_action_taken_nomissing,pre_action_taken_nomissing,number_of_soil_types,farm_area,total_owned_area,proportion_owned_area,plot_dist_avg,soil_fertility_num,soil_fertility_avg,soil_slope_avg,soil_erosion_avg,soil_fertility_wgt_avg,soil_slope_wgt_avg,soil_erosion_wgt_avg,merge_soil,Qn_0_1,Qn_1_1,Qn_1_2,Qn_1_3,Qn_1_4,Qn_1_5a,skip_meal_12mo,improved_stove,number_of_parcels,own_pump,ag_ins,other_income,electricity,latitude,longitude,elevation,kebele_for_survey_match,merge_wide,dist_to_ext_service,dist_to_vet,dist_to_grazing,dist_to_output_market,dist_to_input_market,dist_to_weekly_market,dist_to_daily_market,dist_to_all_weather_road,merge_comm,liv_total_value_hh,liv_hhi_hh,number_of_liv_types,sold_livestock_12mo,merge_liv,hh_head_age,hh_head_educ,hh_spouse_educ,highest_educ,merge_i_ii,number_of_farm_equipment,tot_farm_equipment_value,merge_equipment,gifts_transfers,assistance_govt_nongovt,tot_other_income,merge_other_income,elec_use_kwh_lastmonth,merge_elec,number_of_appliances,tot_app_value,merge_appliance,river_dist,lake_dist,dist_to_water_source,merge_water_dist,soil_ph,merge_ph,group,kebele,acc,kebele_for_shp_match,merge_sites,kebele_id,pop_dens_5x5,merge_pop_dens,koppen_zone,merge_koppen
20,57,0,50,0,50,0,0,0,0,12600000,.5,2,.5,2,Dry,1,matched (3),,,,,,,master only (1),0,0,0,2,3.5,3.5,1,9.75,1,1.5,1,1,1.4285715,1,1,matched (3),Dry,Oromia,Arsi,Zeway Dugda,Golbe,Cafee Kora,0,1,4,1,0,1,1,8.0599966,38.954689,1645.3389,Golbe,matched (3),20,90,30,40,40,40,,,matched (3),34670,.53999996,3,1,matched (3),47,4,4,3,matched (3),3,245,matched (3),1,0,450,matched (3),0,matched (3),5,1230,matched (3),2128.3254,1647.6891,1647.6891,matched (3),6.1999998,matched (3),Treatment,Golbe,1,Golbe,matched (3),12,148.9975,matched (3),Trop. Savan. (Aw),matched (3)
20,4,72,150,1200,50,100,0,0,0,136170000,.55555558,2,.45914793,1.5,Meher,1,matched (3),Meher,0,0,0,0,1,matched (3),1,0,0,2,3.5,3.5,1,9.75,1,1.5,1,1,1.4285715,1,1,matched (3),Dry,Oromia,Arsi,Zeway Dugda,Golbe,Cafee Kora,0,1,4,1,0,1,1,8.0599966,38.954689,1645.3389,Golbe,matched (3),20,90,30,40,40,40,,,matched (3),34670,.53999996,3,1,matched (3),47,4,4,3,matched (3),3,245,matched (3),1,0,450,matched (3),0,matched (3),5,1230,matched (3),2128.3254,1647.6891,1647.6891,matched (3),6.1999998,matched (3),Treatment,Golbe,1,Golbe,matched (3),12,148.9975,matched (3),Trop. Savan. (Aw),matched (3)
21,0,50,0,0,50,0,0,0,0,28000,1,1,0,1,Dry,1,matched (3),Dry,0,0,0,0,1,matched (3),1,0,0,1,1.5,1.5,1,15,1,1,1,1,1,1,1,matched (3),Dry,Oromia,Arsi,Zeway Dugda,Golbe,Jilinsha kora,0,0,3,1,0,1,1,8.0580578,38.951248,1645,Golbe,matched (3),20,90,30,40,40,40,,,matched (3),152400,.64127427,4,1,matched (3),,,2,5,matched (3),7,5200,matched (3),0,0,20000,matched (3),0,matched (3),1,400,matched (3),1913.8992,1259.6824,1259.6824,matched (3),6.0999999,matched (3),Treatment,Golbe,1,Golbe,matched (3),12,148.9975,matched (3),Trop. Savan. (Aw),matched (3)
21,0,100,10000,0,250,0,0,0,0,208000,.625,2,.40563905,1.3333334,Meher,1,matched (3),,,,,,,master only (1),0,0,0,1,1.5,1.5,1,15,1,1,1,1,1,1,1,matched (3),Dry,Oromia,Arsi,Zeway Dugda,Golbe,Jilinsha kora,0,0,3,1,0,1,1,8.0580578,38.951248,1645,Golbe,matched (3),20,90,30,40,40,40,,,matched (3),152400,.64127427,4,1,matched (3),,,2,5,matched (3),7,5200,matched (3),0,0,20000,matched (3),0,matched (3),1,400,matched (3),1913.8992,1259.6824,1259.6824,matched (3),6.0999999,matched (3),Treatment,Golbe,1,Golbe,matched (3),12,148.9975,matched (3),Trop. Savan. (Aw),matched (3)
22,0,50,0,0,50,0,0,0,0,30000,1,1,0,1,Meher,1,matched (3),Meher,0,0,0,0,2,matched (3),1,0,0,1,1.75,.75,.42857143,25,1,1,1,1,1,1,1,matched (3),Dry,Oromia,Arsi,Zeway Dugda,Golbe,Jiliinsha kora,0,0,3,0,0,1,1,8.0598593,38.950729,1666,Golbe,matched (3),20,90,30,40,40,40,,,matched (3),170000,.2578125,4,0,matched (3),49,,2,2,matched (3),3,1270,matched (3),0,0,5000,matched (3),0,matched (3),3,1,matched (3),2113.1377,1243.7429,1243.7429,matched (3),6.3000002,matched (3),Treatment,Golbe,1,Golbe,matched (3),12,148.9975,matched (3),Trop. Savan. (Aw),matched (3)
22,0,50,0,0,50,0,0,0,0,28000,1,1,0,1,Dry,1,matched (3),Dry,0,0,0,0,1,matched (3),1,0,0,1,1.75,.75,.42857143,25,1,1,1,1,1,1,1,matched (3),Dry,Oromia,Arsi,Zeway Dugda,Golbe,Jiliinsha kora,0,0,3,0,0,1,1,8.0598593,38.950729,1666,Golbe,matched (3),20,90,30,40,40,40,,,matched (3),170000,.2578125,4,0,matched (3),49,,2,2,matched (3),3,1270,matched (3),0,0,5000,matched (3),0,matched (3),3,1,matched (3),2113.1377,1243.7429,1243.7429,matched (3),6.3000002,matched (3),Treatment,Golbe,1,Golbe,matched (3),12,148.9975,matched (3),Trop. Savan. (Aw),matched (3)
23,140,140,100,0,50,50,0,0,50,0,1,1,0,1,Dry,1,matched (3),,,,,,,master only (1),0,0,0,1,1.5,.75,.5,30,2,2,1,1,2,1,1,matched (3),Dry,Oromia,Arsi,Zeway Dugda,Golbe,Chefe Kora,1,0,2,0,0,1,1,8.0596666,38.953808,1640.749,Golbe,matched (3),20,90,30,40,40,40,,,matched (3),24000,1,1,0,matched (3),,,,4,matched (3),4,4000,matched (3),1,0,4000,matched (3),0,matched (3),5,3800,matched (3),2091.8281,1550.4722,1550.4722,matched (3),6.1999998,matched (3),Treatment,Golbe,1,Golbe,matched (3),12,148.9975,matched (3),Trop. Savan. (Aw),matched (3)
23,25,12,0,0,0,0,0,0,0,0,.5,2,.5,2,Meher,1,matched (3),Meher,0,1,0,1,2,matched (3),1,0,1,1,1.5,1.5,1,30,2,2,1,1,2,1,1,matched (3),Dry,Oromia,Arsi,Zeway Dugda,Golbe,Chefe Kora,1,0,2,0,0,1,1,8.0596666,38.953808,1640.749,Golbe,matched (3),20,90,30,40,40,40,,,matched (3),24000,1,1,0,matched (3),,,,4,matched (3),4,4000,matched (3),1,0,4000,matched (3),0,matched (3),5,3800,matched (3),2091.8281,1550.4722,1550.4722,matched (3),6.1999998,matched (3),Treatment,Golbe,1,Golbe,matched (3),12,148.9975,matched (3),Trop. Savan. (Aw),matched (3)
24,0,2,0,800,0,0,0,0,0,0,1,1,0,1,Meher,1,matched (3),Meher,0,0,0,0,1,matched (3),1,0,0,1,.44999999,.44999999,1,15,2,2,1,1,2,1,1,matched (3),Dry,Oromia,Arsi,Zeway Dugda,Golbe,Chaffee cooraa,0,0,2,0,0,1,1,8.0578871,38.957104,1651.7734,Golbe,matched (3),20,90,30,40,40,40,,,matched (3),42000,.44000003,3,0,matched (3),,,,2,matched (3),505,3601,matched (3),1,0,1000,matched (3),0,matched (3),1,800,matched (3),1895.0242,1865.5164,1865.5164,matched (3),6.3000002,matched (3),Treatment,Golbe,1,Golbe,matched (3),12,174.03992,matched (3),Trop. Savan. (Aw),matched (3)
24,,,,,,,,,,,1,1,0,1,Belg,1,matched (3),,,,,,,master only (1),0,0,0,1,.44999999,.44999999,1,15,2,2,1,1,2,1,1,matched (3),Dry,Oromia,Arsi,Zeway Dugda,Golbe,Chaffee cooraa,0,0,2,0,0,1,1,8.0578871,38.957104,1651.7734,Golbe,matched (3),20,90,30,40,40,40,,,matched (3),42000,.44000003,3,0,matched (3),,,,2,matched (3),505,3601,matched (3),1,0,1000,matched (3),0,matched (3),1,800,matched (3),1895.0242,1865.5164,1865.5164,matched (3),6.3000002,matched (3),Treatment,Golbe,1,Golbe,matched (3),12,174.03992,matched (3),Trop. Savan. (Aw),matched (3)
25,0,37,100,0,50,50,0,0,100,0,1,1,0,1,Dry,1,matched (3),,,,,,,master only (1),0,0,0,1,.34999999,.34999999,1,5.5,2,2,1,1,2,1,1,matched (3),Dry,Oromia,Arsi,Zeway Dugda,Golbe,Kinshasa kooraa,0,0,2,0,0,1,1,8.0553513,38.957165,1647.0779,Golbe,matched (3),20,90,30,40,40,40,,,matched (3),57400,.19008265,6,0,matched (3),80,10,3,3,matched (3),4,2400,matched (3),0,1,4000,matched (3),0,matched (3),1,1500,matched (3),1614.5747,1875.6675,1614.5747,matched (3),6.0999999,matched (3),Treatment,Golbe,1,Golbe,matched (3),12,174.03992,matched (3),Trop. Savan. (Aw),matched (3)
25,1295,0,0,600,0,0,0,0,0,0,1,1,0,1,Meher,1,matched (3),Meher,0,0,0,0,1,matched (3),1,0,0,1,.34999999,.34999999,1,5.5,2,2,1,1,2,1,1,matched (3),Dry,Oromia,Arsi,Zeway Dugda,Golbe,Kinshasa kooraa,0,0,2,0,0,1,1,8.0553513,38.957165,1647.0779,Golbe,matched (3),20,90,30,40,40,40,,,matched (3),57400,.19008265,6,0,matched (3),80,10,3,3,matched (3),4,2400,matched (3),0,1,4000,matched (3),0,matched (3),1,1500,matched (3),1614.5747,1875.6675,1614.5747,matched (3),6.0999999,matched (3),Treatment,Golbe,1,Golbe,matched (3),12,174.03992,matched (3),Trop. Savan. (Aw),matched (3)
26,0,10,0,0,150,150,0,0,0,1200000,1,1,0,1,Dry,1,matched (3),,,,,,,master only (1),0,0,0,1,2,2,1,20,1,1,1,1,1,1,1,matched (3),Dry,Oromia,Arsi,Zeway Dugda,Golbe,Cafe kora,0,0,3,1,0,1,0,8.059844,38.955509,1647.969,Golbe,matched (3),20,90,30,40,40,40,,,matched (3),80000,.5,2,1,matched (3),,,2,2,matched (3),9,3300,matched (3),0,1,36000,matched (3),0,matched (3),5,25,matched (3),2111.449,1727.8937,1727.8937,matched (3),6.1999998,matched (3),Treatment,Golbe,1,Golbe,matched (3),12,148.9975,matched (3),Trop. Savan. (Aw),matched (3)
26,500,97,0,0,100,100,0,0,0,75000,1,1,0,1,Meher,1,matched (3),Meher,0,0,0,0,1,matched (3),1,0,0,1,2,2,1,20,1,1,1,1,1,1,1,matched (3),Dry,Oromia,Arsi,Zeway Dugda,Golbe,Cafe kora,0,0,3,1,0,1,0,8.059844,38.955509,1647.969,Golbe,matched (3),20,90,30,40,40,40,,,matched (3),80000,.5,2,1,matched (3),,,2,2,matched (3),9,3300,matched (3),0,1,36000,matched (3),0,matched (3),5,25,matched (3),2111.449,1727.8937,1727.8937,matched (3),6.1999998,matched (3),Treatment,Golbe,1,Golbe,matched (3),12,148.9975,matched (3),Trop. Savan. (Aw),matched (3)
27,0,0,0,0,0,0,0,0,0,0,1,1,0,1,Meher,0,matched (3),Meher,0,0,0,0,1,matched (3),1,0,0,1,1,0,0,60,1,1,2,2,1,2,2,matched (3),Dry,Oromia,Arsi,Zeway Dugda,Golbe,Cafe kora,1,0,2,0,0,1,0,8.0587597,38.954678,1650.6953,Golbe,matched (3),20,90,30,40,40,40,,,matched (3),25000,.5,2,0,matched (3),,,,1,matched (3),1,300,matched (3),0,1,3600,matched (3),0,matched (3),1,5,matched (3),1991.5291,1623.2671,1623.2671,matched (3),6.1999998,matched (3),Treatment,Golbe,1,Golbe,matched (3),12,148.9975,matched (3),Trop. Savan. (Aw),matched (3)
28,20,120,25,0,25,25,25,0,50,70000,,1,,,Meher,1,matched (3),,,,,,,master only (1),0,0,0,1,2,2,1,30,2,2,1,1,2,1,1,matched (3),Dry,Oromia,Arsi,Zeway Dugda,Golbe,Cafe kora,0,1,1,1,0,0,1,8.0600376,38.955093,1617.2,Golbe,matched (3),20,90,30,40,40,40,,,matched (3),32000,1,1,0,matched (3),,,2,3,matched (3),2,2,matched (3),,,0,matched (3),0,matched (3),1,0,matched (3),2132.8601,1689.7462,1689.7462,matched (3),6.1999998,matched (3),Treatment,Golbe,1,Golbe,matched (3),12,148.9975,matched (3),Trop. Savan. (Aw),matched (3)
28,,,,,,,,,,,1,1,0,1,Belg,1,matched (3),,,,,,,master only (1),0,0,0,1,2,2,1,30,2,2,1,1,2,1,1,matched (3),Dry,Oromia,Arsi,Zeway Dugda,Golbe,Cafe kora,0,1,1,1,0,0,1,8.0600376,38.955093,1617.2,Golbe,matched (3),20,90,30,40,40,40,,,matched (3),32000,1,1,0,matched (3),,,2,3,matched (3),2,2,matched (3),,,0,matched (3),0,matched (3),1,0,matched (3),2132.8601,1689.7462,1689.7462,matched (3),6.1999998,matched (3),Treatment,Golbe,1,Golbe,matched (3),12,148.9975,matched (3),Trop. Savan. (Aw),matched (3)
29,15,12,50,0,50,50,50,0,50,35000,1,1,0,1,Meher,1,matched (3),,,,,,,master only (1),0,0,0,1,4,4,1,2,2,2,1,1,2,1,1,matched (3),Dry,Oromia,Arsi,Zeway Dugda,Golbe,Cafe kora,0,0,2,1,1,1,1,8.0592718,38.954845,1635.6,Golbe,matched (3),20,90,30,40,40,40,,,matched (3),50000,1,1,0,matched (3),20,4,,4,matched (3),2,2,matched (3),1,0,,matched (3),0,matched (3),1,0,matched (3),2048.1653,1648.7108,1648.7108,matched (3),6.1999998,matched (3),Treatment,Golbe,1,Golbe,matched (3),12,148.9975,matched (3),Trop. Savan. (Aw),matched (3)
29,,,,,,,,,,,1,1,0,1,Belg,1,matched (3),,,,,,,master only (1),0,0,0,1,4,4,1,2,2,2,1,1,2,1,1,matched (3),Dry,Oromia,Arsi,Zeway Dugda,Golbe,Cafe kora,0,0,2,1,1,1,1,8.0592718,38.954845,1635.6,Golbe,matched (3),20,90,30,40,40,40,,,matched (3),50000,1,1,0,matched (3),20,4,,4,matched (3),2,2,matched (3),1,0,,matched (3),0,matched (3),1,0,matched (3),2048.1653,1648.7108,1648.7108,matched (3),6.1999998,matched (3),Treatment,Golbe,1,Golbe,matched (3),12,148.9975,matched (3),Trop. Savan. (Aw),matched (3)
29,50,50,25,0,25,25,25,0,50,105000,1,1,0,1,Dry,1,matched (3),Dry,0,0,0,0,1,matched (3),1,0,0,1,4,4,1,2,2,2,1,1,2,1,1,matched (3),Dry,Oromia,Arsi,Zeway Dugda,Golbe,Cafe kora,0,0,2,1,1,1,1,8.0592718,38.954845,1635.6,Golbe,matched (3),20,90,30,40,40,40,,,matched (3),50000,1,1,0,matched (3),20,4,,4,matched (3),2,2,matched (3),1,0,,matched (3),0,matched (3),1,0,matched (3),2048.1653,1648.7108,1648.7108,matched (3),6.1999998,matched (3),Treatment,Golbe,1,Golbe,matched (3),12,148.9975,matched (3),Trop. Savan. (Aw),matched (3)
30,,,,,,,,,,,1,1,0,1,Belg,1,matched (3),,,,,,,master only (1),0,0,0,3,2,2,1,23.333334,2,1.3333334,1,1,1.5,1,1,matched (3),Dry,Oromia,Arsi,Zeway Dugda,Golbe,Chafee kora,0,1,2,0,0,0,1,8.0596046,38.956463,1648.9,Golbe,matched (3),20,90,30,40,40,40,,,matched (3),1500,1,1,0,matched (3),15,2,,2,matched (3),2,201,matched (3),,,0,matched (3),0,matched (3),3,1700,matched (3),2084.9727,1820.8345,1820.8345,matched (3),6.1999998,matched (3),Treatment,Golbe,1,Golbe,matched (3),12,148.9975,matched (3),Trop. Savan. (Aw),matched (3)
30,150,25,0,0,0,0,0,0,0,36000,1,1,0,1,Meher,1,matched (3),,,,,,,master only (1),0,0,0,3,2,2,1,23.333334,2,1.3333334,1,1,1.5,1,1,matched (3),Dry,Oromia,Arsi,Zeway Dugda,Golbe,Chafee kora,0,1,2,0,0,0,1,8.0596046,38.956463,1648.9,Golbe,matched (3),20,90,30,40,40,40,,,matched (3),1500,1,1,0,matched (3),15,2,,2,matched (3),2,201,matched (3),,,0,matched (3),0,matched (3),3,1700,matched (3),2084.9727,1820.8345,1820.8345,matched (3),6.1999998,matched (3),Treatment,Golbe,1,Golbe,matched (3),12,148.9975,matched (3),Trop. Savan. (Aw),matched (3)
31,140,0,0,0,0,0,0,0,0,31000,.5,2,.5,2,Meher,0,matched (3),Meher,0,0,0,0,1,matched (3),1,0,0,2,1.5,1.5,1,50,1,1,1,1.6666666,1,1,1.6666666,matched (3),Dry,Oromia,Arsi,Zeway Dugda,Golbe,Chaffee kora,0,0,2,0,0,0,1,8.0593643,38.955193,1647.2,Golbe,matched (3),20,90,30,40,40,40,,,matched (3),2200,.5,2,0,matched (3),,,,2,matched (3),2,800,matched (3),,,0,matched (3),0,matched (3),1,100,matched (3),2058.3958,1686.106,1686.106,matched (3),6.1999998,matched (3),Treatment,Golbe,1,Golbe,matched (3),12,148.9975,matched (3),Trop. Savan. (Aw),matched (3)
32,0,50,2500,0,50,0,0,0,0,45000,1,1,0,1,Meher,1,matched (3),,,,,,,master only (1),0,0,0,1,3,3,1,15,1,1,1,1,1,1,1,matched (3),Dry,Oromia,Arsi,Zeway Dugda,Hallo/Hogolcha,Halloo,0,1,3,1,0,1,1,8.0298738,39.017662,1659,Hallo/Hogolcha,matched (3),10,15,,15,15,15,5,15,matched (3),3,1,1,0,matched (3),41,8,,6,matched (3),6,1000,matched (3),1,0,4500,matched (3),10,matched (3),7,21740,matched (3),329.57504,3864.4714,329.57504,matched (3),6.4000001,matched (3),Control(Non),Hallo/Hogolcha,0,Hallo/Hogolcha,matched (3),14,356.69687,matched (3),Trop. Savan. (Aw),matched (3)
32,0,50,0,0,50,0,0,0,0,0,1,1,0,1,Dry,1,matched (3),Dry,0,0,0,0,1,matched (3),1,0,0,1,3,3,1,15,1,1,1,1,1,1,1,matched (3),Dry,Oromia,Arsi,Zeway Dugda,Hallo/Hogolcha,Halloo,0,1,3,1,0,1,1,8.0298738,39.017662,1659,Hallo/Hogolcha,matched (3),10,15,,15,15,15,5,15,matched (3),3,1,1,0,matched (3),41,8,,6,matched (3),6,1000,matched (3),1,0,4500,matched (3),10,matched (3),7,21740,matched (3),329.57504,3864.4714,329.57504,matched (3),6.4000001,matched (3),Control(Non),Hallo/Hogolcha,0,Hallo/Hogolcha,matched (3),14,356.69687,matched (3),Trop. Savan. (Aw),matched (3)
33,0,200,100,0,0,0,0,0,0,54000,1,1,0,1,Meher,0,matched (3),,,,,,,master only (1),0,0,0,1,6,6,1,3.6666667,1,1,1,1,1,1,1,matched (3),Dry,Oromia,Arsi,Zeway Dugda,Hallo/Hogolcha,Halloo,0,0,3,0,0,1,1,8.0297289,39.015278,1656.6,Hallo/Hogolcha,matched (3),10,15,,15,15,15,5,15,matched (3),105200,.4609375,4,1,matched (3),77,6,2,4,matched (3),5,800,matched (3),0,1,15600,matched (3),77,matched (3),5,100120,matched (3),512.87073,3985.5447,512.87073,matched (3),6.4000001,matched (3),Control(Non),Hallo/Hogolcha,0,Hallo/Hogolcha,matched (3),14,355.29221,matched (3),Trop. Savan. (Aw),matched (3)
33,0,50,100,0,0,0,0,0,0,135000,1,1,0,1,Dry,0,matched (3),Dry,0,0,0,0,3,matched (3),1,0,0,1,6,6,1,3.6666667,1,1,1,1,1,1,1,matched (3),Dry,Oromia,Arsi,Zeway Dugda,Hallo/Hogolcha,Halloo,0,0,3,0,0,1,1,8.0297289,39.015278,1656.6,Hallo/Hogolcha,matched (3),10,15,,15,15,15,5,15,matched (3),105200,.4609375,4,1,matched (3),77,6,2,4,matched (3),5,800,matched (3),0,1,15600,matched (3),77,matched (3),5,100120,matched (3),512.87073,3985.5447,512.87073,matched (3),6.4000001,matched (3),Control(Non),Hallo/Hogolcha,0,Hallo/Hogolcha,matched (3),14,355.29221,matched (3),Trop. Savan. (Aw),matched (3)
34,0,75,50,0,0,0,70,0,0,500,1,1,0,1,Dry,1,matched (3),,,,,,,master only (1),0,0,0,1,.25,.25,1,10,1,1,1,1,1,1,1,matched (3),Dry,Oromia,Arsi,Zeway Dugda,Hallo/Hogolcha,Halloo,1,0,1,0,0,1,1,8.0310974,39.017281,1716.6,Hallo/Hogolcha,matched (3),10,15,,15,15,15,5,15,matched (3),1000,1,1,0,matched (3),3,,4,2,matched (3),4,1401,matched (3),0,1,4000,matched (3),10,matched (3),6,760,matched (3),265.71854,4000.8967,265.71854,matched (3),6.4000001,matched (3),Control(Non),Hallo/Hogolcha,0,Hallo/Hogolcha,matched (3),14,356.69687,matched (3),Trop. Savan. (Aw),matched (3)
34,15,0,8,0,0,0,0,0,0,48000,1,1,0,1,Meher,1,matched (3),Meher,1,1,1,1,1,matched (3),1,1,1,1,.25,.25,1,10,1,1,1,1,1,1,1,matched (3),Dry,Oromia,Arsi,Zeway Dugda,Hallo/Hogolcha,Halloo,1,0,1,0,0,1,1,8.0310974,39.017281,1716.6,Hallo/Hogolcha,matched (3),10,15,,15,15,15,5,15,matched (3),1000,1,1,0,matched (3),3,,4,2,matched (3),4,1401,matched (3),0,1,4000,matched (3),10,matched (3),6,760,matched (3),265.71854,4000.8967,265.71854,matched (3),6.4000001,matched (3),Control(Non),Hallo/Hogolcha,0,Hallo/Hogolcha,matched (3),14,356.69687,matched (3),Trop. Savan. (Aw),matched (3)
35,41,0,50,1000,50,0,0,0,0,37500,.68000007,2,.36096403,1.25,Meher,0,matched (3),,,,,,,master only (1),0,0,0,1,1.51,1.51,1,17.5,1,1,1,1,1,1,1,matched (3),Dry,Oromia,Arsi,Zeway Dugda,Golbe,chefe kora,1,1,2,0,0,1,1,8.0579443,38.961655,1658.1377,Golbe,matched (3),20,90,30,40,40,40,,,matched (3),8000,1,1,0,matched (3),30,2,2,3,matched (3),3,153,matched (3),1,0,5000,matched (3),0,matched (3),1,250,matched (3),1901.3522,2338.6943,1901.3522,matched (3),6.3000002,matched (3),Treatment,Golbe,1,Golbe,matched (3),12,185.08727,matched (3),Trop. Savan. (Aw),matched (3)
36,0,0,0,0,30,0,0,0,0,0,1,1,0,1,Meher,0,matched (3),Meher,0,0,0,0,1,matched (3),1,0,0,1,.2,.2,1,30,1,1,1,1,1,1,1,matched (3),Dry,Oromia,Arsi,Zeway Dugda,Hallo/Hogolcha,Hallo,0,0,1,0,0,1,1,8.0306625,39.017952,1660.9346,Hallo/Hogolcha,matched (3),10,15,,15,15,15,5,15,matched (3),25000,.5,2,0,matched (3),65,2,,2,matched (3),0,0,matched (3),0,1,21600,matched (3),20,matched (3),1,0,matched (3),247.82561,3924.0366,247.82561,matched (3),6.4000001,matched (3),Control(Non),Hallo/Hogolcha,0,Hallo/Hogolcha,matched (3),14,356.69687,matched (3),Trop. Savan. (Aw),matched (3)
37,0,12,0,0,0,16,0,0,0,0,1,1,0,1,Meher,0,matched (3),Meher,0,0,0,0,1,matched (3),1,0,0,1,.40000001,.40000001,1,30,2,2,1,1.5,2,1,1.5,matched (3),Dry,Oromia,Arsi,Zeway Dugda,Hallo/Hogolcha,Hallo,1,0,2,0,0,1,1,8.0286074,39.015491,1687.7451,Hallo/Hogolcha,matched (3),10,15,,15,15,15,5,15,matched (3),45000,.375,3,0,matched (3),,,2,2,matched (3),2,350,matched (3),0,1,7200,matched (3),5,matched (3),1,0,matched (3),590.07886,3871.0425,590.07886,matched (3),6.5,matched (3),Control(Non),Hallo/Hogolcha,0,Hallo/Hogolcha,matched (3),14,356.69687,matched (3),Trop. Savan. (Aw),matched (3)
38,25,0,0,0,100,0,0,0,0,25500,1,1,0,1,Meher,0,matched (3),Meher,0,0,0,0,1,matched (3),1,0,0,1,.5,.5,1,15,1,1,1,2,1,1,2,matched (3),Dry,Oromia,Arsi,Zeway Dugda,Hallo/Hogolcha,Hallo,1,1,2,0,0,1,1,8.0326195,39.018143,1676.7122,Hallo/Hogolcha,matched (3),10,15,,15,15,15,5,15,matched (3),66000,.5,2,0,matched (3),,,,4,matched (3),3,850,matched (3),0,0,10000,matched (3),2,matched (3),1,0,matched (3),85.039124,4103.0186,85.039124,matched (3),6.8000002,matched (3),Control(Non),Hallo/Hogolcha,0,Hallo/Hogolcha,matched (3),14,356.69687,matched (3),Trop. Savan. (Aw),matched (3)
39,25,0,0,0,0,0,0,0,0,105000,1,1,0,1,Meher,0,matched (3),,,,,,,master only (1),0,0,0,1,1,1,1,30,1,1,1,1,1,1,1,matched (3),Dry,Oromia,Arsi,Zeway Dugda,Hallo/Hogolcha,Hallo,0,0,2,0,0,0,1,8.0318985,39.018108,1674.4,Hallo/Hogolcha,matched (3),10,15,,15,15,15,5,15,matched (3),20000,1,1,0,matched (3),,,,4,matched (3),2,500,matched (3),,,0,matched (3),30,matched (3),2,60,matched (3),142.33269,4034.8523,142.33269,matched (3),6.8000002,matched (3),Control(Non),Hallo/Hogolcha,0,Hallo/Hogolcha,matched (3),14,356.69687,matched (3),Trop. Savan. (Aw),matched (3)
40,12,0,0,0,0,0,0,0,0,0,1,1,0,1,Meher,0,matched (3),,,,,,,master only (1),0,0,0,1,5,5,1,1,2,2,1,1,2,1,1,matched (3),Dry,Oromia,Arsi,Zeway Dugda,Hallo/Hogolcha,Halloo,0,1,1,0,0,1,1,8.031538,39.01786,1677.7,Hallo/Hogolcha,matched (3),10,15,,15,15,15,5,15,matched (3),,,,,master only (1),25,,,3,matched (3),2,200,matched (3),0,1,9000,matched (3),0,matched (3),1,30,matched (3),188.44797,4012.7349,188.44797,matched (3),6.4000001,matched (3),Control(Non),Hallo/Hogolcha,0,Hallo/Hogolcha,matched (3),14,356.69687,matched (3),Trop. Savan. (Aw),matched (3)
41,12,0,0,0,5,5,0,0,0,0,1,1,0,1,Meher,0,matched (3),,,,,,,master only (1),0,0,0,1,.5,.5,1,60,2,2,1,1,2,1,1,matched (3),Dry,Oromia,Arsi,Zeway Dugda,Hallo/Hogolcha,Hallo,0,0,1,0,0,1,1,8.0315571,39.017944,1685.3,Hallo/Hogolcha,matched (3),10,15,,15,15,15,5,15,matched (3),15000,1,1,0,matched (3),,,3,3,matched (3),2,150,matched (3),0,1,10800,matched (3),2,matched (3),1,0,matched (3),180.63451,4010.2588,180.63451,matched (3),6.4000001,matched (3),Control(Non),Hallo/Hogolcha,0,Hallo/Hogolcha,matched (3),14,356.69687,matched (3),Trop. Savan. (Aw),matched (3)
42,10,1050,0,150,0,0,0,0,0,42000,.72222221,2,.32501122,1.2,Dry,0,matched (3),,,,,,,master only (1),0,0,0,2,1.5,1.5,1,60,1,1,1,2,1,1,2,matched (3),Dry,Sidama,North Sidama,Shebedino,Arsedo Mero,Lelicho,0,0,2,0,0,0,0,6.8281288,38.511185,1972.4,Arsedo Mero,matched (3),1,0,,30,10,30,30,30,matched (3),32080,.41868514,4,1,matched (3),,,,4,matched (3),16,4100,matched (3),,,0,matched (3),0,matched (3),10,1600,matched (3),40356.23,18684.441,18684.441,matched (3),5.9000001,matched (3),Treatment,Arsedo Mero,1,Arsedo Mero,matched (3),3,664.12274,matched (3),Temp No Dry Warm Summer (Cfb),matched (3)
